mESC_WT.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_WT.GSE99519.Mus_Musculus.H3K27ac.b3	mESC_WT.GSE99519.Mus_Musculus.H3K27ac
mES_100k.GSE101498.Mus_Musculus.H3K27ac.b1	mES_100k.GSE101498.Mus_Musculus.H3K27ac.b2	mES_100k.GSE101498.Mus_Musculus.H3K27ac
mES_25m.GSE101498.Mus_Musculus.H3K27ac.b1	mES_25m.GSE101498.Mus_Musculus.H3K27ac.b2	mES_25m.GSE101498.Mus_Musculus.H3K27ac
mES_500k.GSE101498.Mus_Musculus.H3K27ac.b1	mES_500k.GSE101498.Mus_Musculus.H3K27ac.b2	mES_500k.GSE101498.Mus_Musculus.H3K27ac
mES_50k.GSE101498.Mus_Musculus.H3K27ac.b1	mES_50k.GSE101498.Mus_Musculus.H3K27ac.b2	mES_50k.GSE101498.Mus_Musculus.H3K27ac
mES_HC3C.GSE115524.Mus_Musculus.Oct4.b1	mES_HC3C.GSE115524.Mus_Musculus.Oct4.b2	mES_HC3C.GSE115524.Mus_Musculus.Oct4
mES_IAA_6h.GSE145793.Mus_Musculus.H3K27ac.b1	mES_IAA_6h.GSE145793.Mus_Musculus.H3K27ac.b2	mES_IAA_6h.GSE145793.Mus_Musculus.H3K27ac
mES_Untreated.GSE145793.Mus_Musculus.H3K27ac.b1	mES_Untreated.GSE145793.Mus_Musculus.H3K27ac.b2	mES_Untreated.GSE145793.Mus_Musculus.H3K27ac
mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b1	mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b2	mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac
mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b1	mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b3	mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac
mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b2	mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b3	mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac
mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b1	mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b2	mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac
mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b1	mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b3	mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac
mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b2	mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b3	mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac
shCtrl_D6.GSE126362.Mus_Musculus.Pax3.b1	shCtrl_D6.GSE126362.Mus_Musculus.Pax3.b2	shCtrl_D6.GSE126362.Mus_Musculus.Pax3
