GM12878.GSE101498.Homo_Sapiens.MboI.b1	CVCL_7526	GSE101498	Homo_Sapiens	1	H3K27ac	MboI	GM12878
GM12878.GSE101498.Homo_Sapiens.MboI.b2	CVCL_7526	GSE101498	Homo_Sapiens	2	H3K27ac	MboI	GM12878
GM12878.GSE115524.Homo_Sapiens.MboI.b1	CVCL_7526	GSE115524	Homo_Sapiens	1	CTCF	MboI	GM12878
GM12878.GSE115524.Homo_Sapiens.MboI.b2	CVCL_7526	GSE115524	Homo_Sapiens	2	CTCF	MboI	GM12878
GM12878.GSE80820.Homo_Sapiens.MboI.b1	CVCL_7526	GSE80820	Homo_Sapiens	1	SMC1A	MboI	GM12878
GM12878.GSE80820.Homo_Sapiens.MboI.b2	CVCL_7526	GSE80820	Homo_Sapiens	2	SMC1A	MboI	GM12878
H1105.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1455	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H1105
H146.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1473	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H146
H1694.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1489	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H1694
H1836.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1498	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H1836
H1876.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1503	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H1876
H2029.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1516	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H2029
H2066.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1520	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H2066
H2171.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1536	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H2171
H446.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1562	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H446
H520.GSE166232.Homo_Sapiens.MboI.b1	CVCL_1566	GSE166232	Homo_Sapiens	1	H3K27ac	MboI	H520
H524.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1568	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H524
H69.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1579	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	H69
H7-hESC-CM-WT.GSE111930.Homo_Sapiens.MboI.b1		GSE111930	Homo_Sapiens	1	H3K27ac	MboI	H7-hESC-CM-WT
H9.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	Rad21	DpnII	H9
H9.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	CTCF	DpnII	H9
H9.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	OCT4	DpnII	H9
H9.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	NANOG	DpnII	H9
H9.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	KLF4	DpnII	H9
H9.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	H3K4me1	DpnII	H9
H9-HS.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	Rad21	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	CTCF	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	OCT4	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	NANOG	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	KLF4	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	H3K4me1	DpnII	H9-HS
H9-HS-KI.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	Rad21	DpnII	H9-HS-KI
H9-siNIPBL-HS.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	CTCF	DpnII	H9-siNIPBL-HS
H9-siNIPBL-HS.GSE105028.Homo_Sapiens.DpnII.b1	CVCL_1240	GSE105028	Homo_Sapiens	1	H3K4me1	DpnII	H9-siNIPBL-HS
HaCaT_Stimulated.GSE151193.Homo_Sapiens.MboI.b1	CVCL_0038	GSE151193	Homo_Sapiens	1	H3K27ac	MboI	HaCaT_Stimulated
HaCaT_Unstimulated.GSE151193.Homo_Sapiens.MboI.b1	CVCL_0038	GSE151193	Homo_Sapiens	1	H3K27ac	MboI	HaCaT_Unstimulated
HaCaT-Stimulated.GSE137906.Homo_Sapiens.MboI.b1	CVCL_0038	GSE137906	Homo_Sapiens	1	H3K27ac	MboI	HaCaT-Stimulated
HaCaT-Unstimulated.GSE137906.Homo_Sapiens.MboI.b1	CVCL_0038	GSE137906	Homo_Sapiens	1	H3K27ac	MboI	HaCaT-Unstimulated
HAEC.GSE178598.Homo_Sapiens.MboI.b1	Not Available	GSE178598	Homo_Sapiens	1	H3K27ac	MboI	HAEC
HARA.GSE147854.Homo_Sapiens.MboI.b1	CVCL_2914	GSE147854	Homo_Sapiens	1	H3K27ac	MboI	HARA
HCASMC.GSE101498.Homo_Sapiens.MboI.b1	Not Available	GSE101498	Homo_Sapiens	1	H3K27ac	MboI	HCASMC
HCC15.GSE166232.Homo_Sapiens.MboI.b1	CVCL_2057	GSE166232	Homo_Sapiens	1	H3K27ac	MboI	HCC15
HCC1599-GSI.GSE116872.Homo_Sapiens.MboI.b1	CVCL_1256	GSE116872	Homo_Sapiens	1	SMC1A	MboI	HCC1599-GSI
HCC1599-WT.GSE116872.Homo_Sapiens.MboI.b1	CVCL_1256	GSE116872	Homo_Sapiens	1	SMC1A	MboI	HCC1599-WT
hCM-Ctrl.GSE165303.Homo_Sapiens.Arima.b1		GSE165303	Homo_Sapiens	1	H3K27ac	Arima	hCM-Ctrl
hCM-HAND1OE.GSE165303.Homo_Sapiens.Arima.b1		GSE165303	Homo_Sapiens	1	H3K27ac	Arima	hCM-HAND1OE
HCT116.GSE173699.Homo_Sapiens.MboI.b1	CVCL_0291	GSE173699	Homo_Sapiens	1	H3K27ac	MboI	HCT116
HCT116.GSE92881.Homo_Sapiens.MboI.b1	CVCL_0291	GSE92881	Homo_Sapiens	1	SMC1	MboI	HCT116
HCT116.GSE136629.Homo_Sapiens.MboI.b1	CVCL_0291	GSE136629	Homo_Sapiens	1	H3K27ac	MboI	HCT116
HCT116.GSE99519.Homo_Sapiens.MboI.b1	CVCL_0291	GSE99519	Homo_Sapiens	1	YY1	MboI	HCT116
HCT116-AuxinNeg.GSE179544.Homo_Sapiens.DpnII.b1	CVCL_0291	GSE179544	Homo_Sapiens	1	RNA-Pol-II	DpnII	HCT116-AuxinNeg
HCT116-AuxinPos.GSE179544.Homo_Sapiens.DpnII.b1	CVCL_0291	GSE179544	Homo_Sapiens	1	RNA-Pol-II	DpnII	HCT116-AuxinPos
HEC-1-B-eRNA-LNA.GSE148958.Homo_Sapiens.MboI.b1	CVCL_0294	GSE148958	Homo_Sapiens	1	V5	MboI	HEC-1-B-eRNA-LNA
HEC-1-B-SPT6_LNA.GSE148958.Homo_Sapiens.MboI.b1	CVCL_0294	GSE148958	Homo_Sapiens	1	V5	MboI	HEC-1-B-SPT6_LNA
HEC-1-B-WT.GSE148958.Homo_Sapiens.MboI.b1	CVCL_0294	GSE148958	Homo_Sapiens	1	V5	MboI	HEC-1-B-WT
Hela-S3-Control.GSE108869.Homo_Sapiens.MboI.b1	CVCL_0030	GSE108869	Homo_Sapiens	1	CTCF	MboI	Hela-S3-Control
Hela-S3-Control.GSE108869.Homo_Sapiens.MboI.b2	CVCL_0030	GSE108869	Homo_Sapiens	2	CTCF	MboI	Hela-S3-Control
Hela-S3-OE.GSE108869.Homo_Sapiens.MboI.b1	CVCL_0030	GSE108869	Homo_Sapiens	1	CTCF	MboI	Hela-S3-OE
Hela-S3-OE.GSE108869.Homo_Sapiens.MboI.b2	CVCL_0030	GSE108869	Homo_Sapiens	2	CTCF	MboI	Hela-S3-OE
