PAEC-siRNA-KLF2-4.GSE152900.Homo_Sapiens.H3K27ac.b2	151	151
Primary-Foreskin-Keratinocytes-Day0.GSE158642.Homo_Sapiens.H3K27ac.b1	76	76
Primary-Foreskin-Keratinocytes-Day0.GSE158642.Homo_Sapiens.H3K27ac.b2	76	76
Primary-Foreskin-Keratinocytes-Day3.GSE158642.Homo_Sapiens.H3K27ac.b1	76	76
Primary-Foreskin-Keratinocytes-Day3.GSE158642.Homo_Sapiens.H3K27ac.b2	76	76
Primary-Foreskin-Keratinocytes-Day6.GSE158642.Homo_Sapiens.H3K27ac.b1	76	76
Primary-Foreskin-Keratinocytes-Day6.GSE158642.Homo_Sapiens.H3K27ac.b2	76	76
Primary-T-D0.GSE168881.Homo_Sapiens.H3K27ac.b1	76	76
Primary-T-D0.GSE168881.Homo_Sapiens.H3K27ac.b2	76	76
Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1	75	75
Rec1-GSI.GSE116875.Homo_Sapiens.SMC1A.b1	38	38
Rec1-WT.GSE116875.Homo_Sapiens.SMC1A.b1	38	38
RERFLCAI.GSE166232.Homo_Sapiens.H3K27ac.b1	75	75
Retina.GSE196235.Homo_Sapiens.H3K27ac.b2	75	75
Retina.GSE196235.Homo_Sapiens.H3K27ac.b1	75	75
SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b1	76	76
SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b2	76	76
SEC-p63KO-D7.GSE120294.Homo_Sapiens.SMC1A.b3	76	76
SEC-WT-D7.GSE120294.Homo_Sapiens.SMC1A.b1	76	76
SEC-WT-D7.GSE120294.Homo_Sapiens.SMC1A.b2	76	76
SEC-WT-D7.GSE120294.Homo_Sapiens.SMC1A.b3	76	76
SHP77.GSE151001.Homo_Sapiens.H3K27ac.b1	75	75
SKMES1_sg_e1_1.GSE166232.Homo_Sapiens.H3K27ac.b1	51	51
SKMES1_sg_NC1.GSE166232.Homo_Sapiens.H3K27ac.b1	51	51
SMS-CTR.GSE137168.Homo_Sapiens.H3K27ac.b1	76	76
SNU16.GSE159985.Homo_Sapiens.H3K27ac.b1	76	76
SNU16-dCas9-KRAB.GSE159985.Homo_Sapiens.H3K27ac.b1	150	150
SNU16-dCas9-KRAB.GSE159985.Homo_Sapiens.H3K27ac.b2	150	150
STAG2-KO.GSE116495.Homo_Sapiens.SMC1A.b1	151	151
STAG2-KO.GSE116495.Homo_Sapiens.SMC1A.b2	151	151
STAG2-WT.GSE116495.Homo_Sapiens.SMC1A.b1	151	151
STAG2-WT.GSE116495.Homo_Sapiens.SMC1A.b2	151	151
SUCCS1-siCTRL.GSE180194.Homo_Sapiens.H3K27ac.b1	43	43
SUCCS1-siEA.GSE180194.Homo_Sapiens.H3K27ac.b1	43	43
SUCCS1-WT.GSE180194.Homo_Sapiens.H3K27ac.b1	85	85
SW480.GSE136629.Homo_Sapiens.H3K27ac.b1	76	76
SW620.GSE136629.Homo_Sapiens.H3K27ac.b1	76	76
T47D-T0.GSE179666.Homo_Sapiens.PR.b1	63	63
T47D-T30.GSE179666.Homo_Sapiens.PR.b1	65	65
TC71_SA2m2.GSE133227.Homo_Sapiens.CTCF.b1	76	76
TC71_SA2m2.GSE133227.Homo_Sapiens.CTCF.b2	76	76
TC71_SA2m2.GSE133227.Homo_Sapiens.H3K27ac.b1	76	76
TC71_SA2m2.GSE133227.Homo_Sapiens.H3K27ac.b2	76	76
TC71_WT.GSE133227.Homo_Sapiens.CTCF.b1	76	76
TC71_WT.GSE133227.Homo_Sapiens.CTCF.b2	76	76
TC71_WT.GSE133227.Homo_Sapiens.H3K27ac.b1	76	76
TC71_WT.GSE133227.Homo_Sapiens.H3K27ac.b2	76	76
Th17.GSE101498.Homo_Sapiens.H3K27ac.b1	76	76
Th17.GSE101498.Homo_Sapiens.H3K27ac.b2	76	76
Th17.GSE101498.Homo_Sapiens.H3K27ac.b3	76	76
THP-1-del-cIDR.GSE149420.Homo_Sapiens.H3K27ac.b1	150	150
THP-1-del-cIDR-Batch1.GSE149420.Homo_Sapiens.H3K4me3.b1	80	80
THP-1-del-cIDR-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	150	150
THP-1-del-eIFIDR-Batch1.GSE149420.Homo_Sapiens.H3K4me3.b1	80	80
THP-1-del-eIFIDR-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	150	150
THP-1-del-TRP.GSE149420.Homo_Sapiens.H3K27ac.b1	150	150
THP-1-del-TRP-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	150	150
THP-1-eIFIDR.GSE149420.Homo_Sapiens.H3K27ac.b1	150	150
THP-1-Vector.GSE149420.Homo_Sapiens.H3K27ac.b1	150	150
THP-1-Vector-Batch1.GSE149420.Homo_Sapiens.H3K4me3.b1	80	80
THP-1-Vector-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	150	150
THP-1-WT.GSE149420.Homo_Sapiens.H3K27ac.b1	150	150
THP-1-WT-Batch1.GSE149420.Homo_Sapiens.H3K4me3.b1	80	80
THP-1-WT-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	150	150
THP1-125D.GSE188380.Homo_Sapiens.CTCF.b1	150	150
THP1-125D.GSE188380.Homo_Sapiens.CTCF.b2	150	150
THP1-125D.GSE188380.Homo_Sapiens.CTCF.b3	150	150
THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b1	150	150
THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b2	150	150
THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b3	150	150
Treg.GSE101498.Homo_Sapiens.H3K27ac.b1	76	76
Treg.GSE101498.Homo_Sapiens.H3K27ac.b2	76	76
Treg.GSE101498.Homo_Sapiens.H3K27ac.b3	76	76
TT.GSE166232.Homo_Sapiens.H3K27ac.b1	51	51
VCaP-AU-4h.GSE171591.Homo_Sapiens.H3K4me4.b1	135	135
VCaP-AU-4h.GSE171591.Homo_Sapiens.H3K27ac.b1	134	134
VCaP-AU-4h.GSE171591.Homo_Sapiens.CTCF.b1	136	136
VCAP-DHT-24hr.GSE157107.Homo_Sapiens.H3K27ac.b1	150	150
VCAP-DHT-2hr.GSE157107.Homo_Sapiens.H3K27ac.b1	150	150
VCaP-DMSO-4h.GSE171591.Homo_Sapiens.H3K4me3.b1	137	137
VCaP-DMSO-4h.GSE171591.Homo_Sapiens.H3K27ac.b1	135	135
VCaP-DMSO-4h.GSE171591.Homo_Sapiens.CTCF.b1	136	136
VCAP-Veh.GSE157107.Homo_Sapiens.H3K27ac.b1	150	150
